replay_date,ticker,regular_investing_score,investing_action_label,investing_style,investing_risk,thesis_quality,investing_data_quality,winner_score,risk_score,signal_price,return_20d,return_60d,return_120d,return_252d,max_favorable_excursion,max_adverse_excursion,hit_invalidation
2022-01-03,AMD,60,Hold,Value + Improving Trend,Low,Medium,Medium,45,0,150.24000549316406,-22.271,-20.647,-42.6518,-56.9622,1.451,-63.6781,True
2022-01-03,NVDA,60,Hold,Value + Improving Trend,Low,Medium,Medium,45,0,30.061140060424805,-18.2032,-8.0551,-43.9745,-50.9884,1.152,-64.0771,True
2022-01-03,MSFT,60,Hold,Value + Improving Trend,Low,Medium,Medium,46,6,323.1607666015625,-7.764,-6.0466,-20.521,-30.9196,0.1344,-35.8254,True
2022-01-03,AVGO,56,Hold,Value + Improving Trend,Medium,Medium,Medium,52,12,61.31610107421875,-10.6434,-4.2156,-22.6089,-12.8237,1.3372,-35.9473,True
2022-01-03,TSLA,51,Watchlist Only,Turnaround Candidate,Medium,Weak,Medium,63,16,399.9266662597656,-22.3816,-8.8175,-38.7588,-71.5848,0.6851,-73.8352,True
2022-01-03,MU,47,Watchlist Only,Watchlist Only,Low,Weak,Medium,54,12,93.61398315429688,-14.9347,-17.3264,-38.5271,-42.9566,2.8198,-49.2311,True
2022-01-03,META,46,Watchlist Only,Watchlist Only,Low,Weak,Medium,34,0,335.9040222167969,-5.7719,-32.6963,-49.935,-62.3767,1.344,-73.9794,True
2022-01-03,AMZN,46,Watchlist Only,Watchlist Only,Low,Weak,Medium,26,0,170.4044952392578,-11.2738,-2.4081,-33.5581,-50.0365,0.5842,-52.0611,True
2022-02-01,AAPL,60,Hold,Value + Improving Trend,Low,Medium,Medium,57,0,170.86248779296875,-4.4887,-6.1632,-12.9396,-13.1233,2.9946,-28.4745,True
2022-02-01,AVGO,57,Hold,Value + Improving Trend,Low,Medium,Medium,33,0,54.78995895385742,-1.1709,-1.6644,-12.4693,5.4887,9.6089,-28.3179,True
2022-02-01,TSLA,53,Watchlist Only,Watchlist Only,Low,Weak,Medium,22,0,310.4166564941406,-5.5152,-5.7707,-16.6089,-39.3493,23.7981,-67.2021,True
2022-02-01,AMD,53,Watchlist Only,Watchlist Only,Low,Weak,Medium,26,6,116.77999877929688,1.2845,-23.2403,-26.9995,-24.3792,13.8551,-53.2711,True
2022-02-01,MSFT,53,Watchlist Only,Watchlist Only,Low,Weak,Medium,26,6,298.0705871582031,-2.5746,-6.0018,-18.0565,-13.4994,2.5402,-30.4235,True
2022-02-01,NVDA,53,Watchlist Only,Watchlist Only,Low,Weak,Medium,22,6,24.589038848876953,-1.6798,-19.6957,-32.8707,-11.8058,17.5052,-56.0827,True
2022-02-01,MU,45,Watchlist Only,Watchlist Only,Low,Weak,Medium,26,0,79.63299560546875,14.5488,-13.719,-26.5089,-21.8435,18.4776,-40.3177,True
2022-02-01,META,39,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,29,12,316.5161437988281,-34.7618,-35.5078,-50.1097,-40.8244,2.8213,-72.3856,True
2022-02-01,AMZN,26,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,13,0,151.19349670410156,0.5682,-4.3633,-24.0642,-25.3209,12.9887,-46.1419,True
2022-03-01,AVGO,57,Hold,Value + Improving Trend,Low,Medium,Medium,41,0,52.70085525512695,13.2757,-6.1207,-5.8551,8.3813,13.9538,-25.4764,True
2022-03-01,AAPL,57,Hold,Value + Improving Trend,Low,Medium,Medium,38,0,159.90084838867188,9.6569,-13.7706,2.9714,-10.0528,10.0551,-23.5712,True
2022-03-01,TSLA,53,Watchlist Only,Watchlist Only,Low,Weak,Medium,30,0,288.1233215332031,27.2106,-23.7826,0.6213,-33.7437,33.3769,-64.6644,True
2022-03-01,NVDA,53,Watchlist Only,Watchlist Only,Low,Weak,Medium,32,6,23.430341720581055,22.0807,-27.6829,-27.4162,-0.6014,23.3162,-53.9109,True
2022-03-01,AMD,53,Watchlist Only,Watchlist Only,Low,Weak,Medium,28,6,113.83000183105469,8.2579,-18.6067,-18.4398,-29.3332,10.4015,-52.0601,True
2022-03-01,MU,50,Watchlist Only,Watchlist Only,Low,Weak,Medium,39,0,84.33570861816406,-4.8806,-21.2118,-32.1772,-34.0757,9.054,-43.6457,True
2022-03-01,MSFT,42,Watchlist Only,Data Insufficient,Low,Weak,Medium,23,6,285.3275146484375,6.9367,-10.7878,-5.4118,-14.0283,7.1198,-27.3161,True
2022-03-01,AMZN,26,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,19,0,151.14199829101562,12.0238,-29.3545,-11.8577,-39.0441,13.0272,-46.1235,True
2022-03-01,META,21,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,13,6,201.90553283691406,12.9589,-9.6614,-19.8732,-14.2316,16.3989,-56.7104,True
2022-04-01,AVGO,60,Hold,Value + Improving Trend,Low,Medium,Medium,58,0,58.34880828857422,-8.0752,-21.1337,-23.9963,4.4844,6.805,-32.69,True
2022-04-01,AAPL,60,Hold,Value + Improving Trend,Low,Medium,Medium,46,16,170.78622436523438,-9.3798,-20.0077,-13.4529,-4.404,2.398,-28.4426,True
2022-04-01,NVDA,56,Hold,Watchlist Only,Low,Medium,Medium,39,22,26.663454055786133,-26.8756,-41.8041,-53.1208,2.8701,4.9198,-59.4995,True
2022-04-01,MSFT,53,Watchlist Only,Watchlist Only,Low,Weak,Medium,34,0,299.32537841796875,-8.0635,-15.6919,-22.7651,-6.2771,1.8389,-30.7151,True
2022-04-01,TSLA,51,Watchlist Only,Watchlist Only,Medium,Weak,Medium,49,28,361.5299987792969,-16.7483,-36.7992,-23.8431,-46.7319,6.2955,-71.8391,True
2022-04-01,AMD,42,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,18,6,108.19000244140625,-16.9609,-27.9139,-37.1846,-11.3874,2.5418,-49.561,True
2022-04-01,AMZN,41,Watchlist Only,Data Insufficient,Low,Weak,Medium,32,16,163.55999755859375,-23.8811,-33.4067,-30.4353,-36.4453,2.9558,-50.214,True
2022-04-01,MU,37,Watchlist Only,Data Insufficient,Low,Weak,Medium,22,6,74.48056030273438,-7.1981,-26.3631,-34.0159,-24.2415,2.6254,-36.189,True
2022-04-01,META,26,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,17,18,223.0992431640625,-6.1019,-27.0892,-37.5539,-4.5052,5.3413,-60.8228,True
2022-05-02,AVGO,57,Hold,Value + Improving Trend,Low,Medium,Medium,44,0,53.637020111083984,0.6558,-6.6481,-20.6627,9.8629,16.1874,-26.7771,True
2022-05-02,AAPL,50,Watchlist Only,Watchlist Only,Low,Weak,Medium,42,0,154.7667999267578,-5.6352,-0.2398,-6.5009,6.65,11.8345,-21.0359,True
2022-05-02,TSLA,43,Watchlist Only,Data Insufficient,Low,Weak,Medium,27,0,300.9800109863281,-16.0232,-6.6715,-28.7527,-46.6377,5.821,-66.1738,True
2022-05-02,MSFT,39,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,22,12,275.1894226074219,-4.2067,-2.6071,-14.5081,8.0557,9.7525,-24.6384,True
2022-05-02,NVDA,35,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,11,16,19.49750328063965,-4.4079,-7.9107,-36.1473,42.4665,48.9027,-44.6142,True
2022-05-02,MU,33,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,22,6,69.11935424804688,4.5892,-11.91,-20.2858,-13.0013,6.813,-31.2396,True
2022-05-02,AMD,30,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,17,6,89.83999633789062,13.3793,2.037,-34.528,-9.1496,21.9613,-39.2587,True
2022-05-02,AMZN,26,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,13,12,124.5,-3.4462,-1.7831,-4.1606,-16.747,17.7269,-34.5944,True
2022-05-02,META,25,Watchlist Only,Data Insufficient,Low,Weak,Medium,32,6,209.48605346679688,-8.284,-23.8763,-38.4218,12.2673,16.0044,-58.2769,True
2022-06-01,AVGO,57,Hold,Value + Improving Trend,Low,Medium,Medium,40,0,53.38295364379883,-14.6059,-8.445,-8.2834,46.173,65.9351,-26.4286,True
2022-06-01,AAPL,42,Watchlist Only,Data Insufficient,Low,Weak,Medium,12,28,145.9178466796875,-8.0627,10.179,-0.1671,22.4063,22.9678,-16.2472,True
2022-06-01,AMD,37,Watchlist Only,Data Insufficient,Low,Weak,Medium,28,6,101.22000122070312,-24.4517,-9.919,-28.4134,16.4394,29.2136,-46.0877,True
2022-06-01,TSLA,35,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,13,0,246.7899932861328,-9.0428,16.7349,-31.9786,-13.2988,27.5038,-58.7463,True
2022-06-01,MU,33,Watchlist Only,Data Insufficient,Low,Weak,Medium,30,6,72.00748443603516,-24.8402,-21.4917,-21.9677,-5.166,2.5289,-33.9975,True
2022-06-01,MSFT,33,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,9,12,264.146240234375,-5.7228,-1.3806,-10.7087,24.3088,25.0871,-21.4877,True
2022-06-01,NVDA,28,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,9,18,18.286705017089844,-17.2369,-11.2258,-16.3494,114.8677,129.1332,-40.947,True
2022-06-01,AMZN,26,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,21,12,121.68399810791016,-12.7165,7.4504,-24.0163,2.1087,20.4513,-33.0808,True
2022-06-01,META,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,19,10,187.1711883544922,-14.5197,-14.2388,-41.7621,44.5133,45.9658,-53.3026,True
2022-07-01,AAPL,36,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,20,18,136.3214874267578,16.2528,9.3866,-2.2075,38.5392,40.82,-10.3515,True
2022-07-01,AVGO,35,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,10,26,44.83802032470703,12.2489,-1.9239,19.4245,85.6998,97.5579,-12.4078,True
2022-07-01,MSFT,33,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,32,12,251.69622802734375,7.0999,-8.7326,-5.3705,31.5273,36.7083,-17.6042,True
2022-07-01,TSLA,28,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,15,0,227.26333618164062,30.8071,24.4987,-39.4667,24.2963,38.4591,-55.2017,True
2022-07-01,META,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,12,26,158.78395080566406,-0.0625,-16.0157,-25.164,83.9467,86.29,-44.9541,True
2022-07-01,AMD,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,10,26,73.66999816894531,31.3696,-8.8231,-8.1309,54.6763,80.3041,-25.9264,True
2022-07-01,NVDA,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,10,26,14.49967098236084,26.9779,-14.5033,13.6826,191.62,203.1493,-25.5236,True
2022-07-01,MU,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,8,48,52.524837493896484,16.7986,-5.5377,-4.1968,16.6463,40.5356,-9.5156,True
2022-08-01,AAPL,53,Watchlist Only,Watchlist Only,Low,Weak,Medium,51,0,158.4774932861328,0.0583,-5.5466,-12.3643,19.9492,23.4683,-22.8848,True
2022-08-01,AVGO,42,Watchlist Only,Data Insufficient,Low,Weak,Medium,27,6,50.330169677734375,-4.1371,-13.506,10.2598,71.2788,77.2063,-21.9661,True
2022-08-01,TSLA,39,Watchlist Only,Data Insufficient,Medium,Weak,Medium,47,28,297.27667236328125,-4.1903,-25.1808,-51.6444,-14.5207,5.8498,-65.7524,True
2022-08-01,MSFT,30,Watchlist Only,Data Insufficient,Low,Weak,Medium,29,6,269.5665283203125,-4.3945,-9.6464,-12.3125,18.9402,33.2058,-23.0664,True
2022-08-01,MU,30,Watchlist Only,Data Insufficient,Low,Weak,Medium,19,18,61.34828567504883,-8.8423,-10.4767,-0.7173,9.9085,20.323,-22.5296,True
2022-08-01,AMD,28,Watchlist Only,Data Insufficient,Medium,Weak,Medium,47,16,96.77999877929688,-8.5658,-36.4848,-20.9237,12.9882,37.2494,-43.6144,True
2022-08-01,AMZN,28,Watchlist Only,Data Insufficient,Medium,Weak,Medium,38,28,135.38999938964844,-4.1362,-10.924,-27.971,-5.3032,8.2576,-39.8552,True
2022-08-01,NVDA,25,Watchlist Only,Data Insufficient,Low,Weak,Medium,30,6,18.411380767822266,-14.3159,-28.0682,4.1354,140.2559,160.9823,-41.3469,True
2022-08-01,META,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,19,6,158.68470764160156,-0.4752,-14.0186,-10.4171,96.5298,103.9643,-44.9197,True
2022-09-01,AAPL,46,Watchlist Only,Watchlist Only,Low,Weak,Medium,42,0,155.20945739746094,-12.5095,-8.547,-6.8259,20.8061,26.068,-21.2611,True
2022-09-01,TSLA,44,Watchlist Only,Data Insufficient,Low,Weak,Medium,35,0,277.1600036621094,-4.2972,-34.002,-28.9652,-7.4578,13.2198,-63.2667,True
2022-09-01,AVGO,39,Watchlist Only,Data Insufficient,Low,Weak,Medium,22,6,46.16765594482422,-8.9992,7.0281,19.3991,82.5091,93.2859,-14.9305,True
2022-09-01,MSFT,30,Watchlist Only,Data Insufficient,Low,Weak,Medium,18,0,253.0272216796875,-10.5607,-6.8966,-3.7833,29.3289,41.9128,-18.0376,True
2022-09-01,MU,26,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,17,6,56.21794128417969,-12.5807,-2.5168,1.9638,23.6684,31.3035,-15.4598,True
2022-09-01,META,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,27,6,164.07244873046875,-17.9487,-34.2163,3.0418,81.513,97.2666,-46.7284,True
2022-09-01,AMD,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,17,6,82.33000183105469,-23.0414,-11.1017,-5.15,34.5561,61.3385,-33.718,True
2022-09-01,NVDA,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,15,18,13.91461181640625,-12.875,13.5948,67.1729,248.6269,260.964,-22.3921,True
2022-10-03,AAPL,44,Watchlist Only,Data Insufficient,Low,Weak,Medium,28,0,139.9695281982422,7.6448,-11.3731,11.4669,22.6326,39.7943,-12.688,True
2022-10-03,AMZN,30,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,20,0,115.87999725341797,-11.5982,-29.3925,-15.3952,9.5961,25.8716,-29.729,True
2022-10-03,AVGO,30,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,27,12,43.22126388549805,2.9204,20.2847,39.3711,85.144,106.4622,-9.1313,True
2022-10-03,TSLA,30,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,20,12,242.39999389648438,-6.1304,-53.5025,-20.8705,7.7393,23.4695,-57.9992,True
2022-10-03,MSFT,26,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,19,6,233.9239044189453,-3.5765,-2.305,15.4163,33.7715,53.5021,-11.3442,True
2022-10-03,AMD,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,13,6,66.11000061035156,-9.1514,-5.3547,46.1352,57.4195,100.9227,-17.4558,True
2022-10-03,NVDA,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,13,6,12.495614051818848,7.8724,12.209,112.1347,252.2054,301.9549,-13.579,True
2022-10-03,MU,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,15,18,50.73445510864258,4.8224,-4.8267,16.1108,32.7847,45.495,-6.1636,False
2022-10-03,META,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,8,36,137.5307159423828,-32.7898,-16.5861,46.3387,120.4603,135.3366,-36.4476,True
2022-11-01,AAPL,40,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,31,12,148.0267333984375,-1.5761,-4.9205,9.0489,18.5685,32.1852,-17.4404,True
2022-11-01,MU,30,Watchlist Only,Data Insufficient,Low,Weak,Medium,19,18,53.92817306518555,5.0857,12.7423,11.707,29.41,36.8786,-11.7207,False
2022-11-01,MSFT,26,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,15,6,221.70980834960938,12.1353,6.6722,30.1417,54.1329,61.9586,-6.4601,False
2022-11-01,AVGO,26,Exit / Sell Candidate,Exit / Broken Thesis,Low,Weak,Medium,9,18,44.27345657348633,17.7666,25.3049,33.7473,91.1632,103.1447,-5.6722,False
2022-11-01,AMD,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,13,6,59.65999984741211,30.1207,21.4381,44.0496,80.7409,122.645,-2.7322,False
2022-11-01,TSLA,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,9,12,227.82000732421875,-14.5378,-26.8458,-32.5125,-4.0866,31.3713,-55.3112,True
2022-11-01,AMZN,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,10,32,96.79000091552734,-0.2583,3.8847,8.4616,42.649,50.6974,-15.8694,True
2022-11-01,META,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,8,38,94.45872497558594,24.0546,54.4748,119.958,226.5441,247.206,-7.4685,True
2022-12-01,AVGO,40,Watchlist Only,Data Insufficient,Low,Weak,Medium,50,12,52.112857818603516,2.3686,8.6741,34.3931,72.2238,86.3712,-6.3005,False
2022-12-01,AAPL,33,Watchlist Only,Data Insufficient,Low,Weak,Medium,31,6,145.96922302246094,-12.393,-1.8732,16.9805,28.4396,34.0485,-16.2767,True
2022-12-01,MSFT,30,Watchlist Only,Data Insufficient,Low,Weak,Medium,32,6,248.17636108398438,-5.8385,-3.0638,28.5683,46.2221,52.2272,-13.8757,False
2022-12-01,TSLA,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,13,12,194.6999969482422,-36.7334,4.1448,-5.2542,20.9964,53.7185,-47.7093,True
2022-12-01,AMZN,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,11,12,95.5,-12.0419,-3.4869,20.4188,51.6649,56.2932,-14.733,True
2023-01-03,AVGO,41,Watchlist Only,Data Insufficient,Low,Weak,Medium,49,0,52.808143615722656,8.9019,15.3269,55.2104,93.8435,112.5901,-0.6306,False
2023-01-03,AAPL,26,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,12,26,123.09602355957031,16.2789,30.0135,50.8017,46.2595,60.4988,-0.2479,False
2023-01-03,AMZN,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,13,0,85.81999969482422,22.5239,18.8534,50.5243,68.4572,81.3447,-5.1154,False
2023-01-03,MU,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,13,6,49.627105712890625,24.2803,25.2531,32.8668,65.3424,75.4228,4.6853,False
2023-01-03,AMD,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,7,28,64.0199966430664,32.2087,52.8897,72.4305,112.4492,135.9419,-6.2012,False
2023-01-03,TSLA,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,10,42,108.0999984741211,67.8168,80.6475,131.4616,120.1018,176.864,-5.8187,True
2023-02-01,AVGO,51,Watchlist Only,Watchlist Only,Low,Weak,Medium,53,0,57.50905227661133,-0.6802,4.6884,50.0307,107.7487,117.9653,-5.085,False
2023-02-01,MU,41,Watchlist Only,Data Insufficient,Low,Weak,Medium,57,0,61.676734924316406,-9.8562,3.0193,8.0562,39.104,44.8303,-15.7188,False
2023-02-01,NVDA,35,Watchlist Only,Data Insufficient,Medium,Weak,Medium,58,28,20.92092514038086,11.3212,32.5202,117.0865,216.0452,218.1471,-2.4925,False
2023-02-01,MSFT,34,Watchlist Only,Data Insufficient,Low,Weak,Medium,34,0,246.28598022460938,-0.4,21.8713,34.2656,64.1409,65.7775,-2.5815,False
2023-02-01,AAPL,30,Watchlist Only,Data Insufficient,Low,Weak,Medium,31,6,143.1346893310547,0.4832,16.8528,34.1308,28.5077,38.0291,-0.901,False
2023-02-01,AMD,25,Watchlist Only,Data Insufficient,Medium,Weak,Medium,45,28,84.63999938964844,-4.9622,5.5884,30.0685,109.9008,118.4783,-10.3025,False
2023-03-01,AVGO,60,Hold,Value + Improving Trend,Low,Medium,Medium,60,0,56.633174896240234,6.1378,23.6662,45.9881,141.0861,142.5662,-1.2534,False
2023-03-01,NVDA,44,Watchlist Only,Data Insufficient,Medium,Weak,Medium,53,44,22.674072265625,18.9029,67.3559,101.2533,262.6554,263.1622,-1.75,False
2023-03-01,MU,41,Watchlist Only,Data Insufficient,Low,Weak,Medium,25,18,56.49431228637695,10.8127,21.644,11.018,67.0896,68.6876,-7.9874,False
2023-03-01,META,37,Watchlist Only,Data Insufficient,Low,Weak,Medium,44,12,172.06968688964844,18.412,45.7098,65.8401,189.9509,191.0766,-1.1475,False
2023-03-01,MSFT,34,Watchlist Only,Data Insufficient,Low,Weak,Medium,35,6,240.57276916503906,13.9034,32.6319,31.5017,70.102,71.9619,-0.268,False
2023-03-01,AAPL,30,Watchlist Only,Data Insufficient,Low,Weak,Medium,35,6,143.2349395751953,10.6393,19.2136,22.3005,24.2991,37.9325,-0.9703,False
2023-04-03,AVGO,60,Hold,Value + Improving Trend,Low,Medium,Medium,49,6,61.7399787902832,-4.6897,34.9737,31.1966,109.1232,127.3088,-6.4096,False
2023-04-03,AAPL,53,Watchlist Only,Watchlist Only,Low,Weak,Medium,54,0,163.7970428466797,1.4262,14.2518,6.2536,2.137,20.6173,-3.8454,False
2023-04-03,MSFT,53,Watchlist Only,Watchlist Only,Low,Weak,Medium,54,6,280.5852355957031,6.3294,16.9036,11.0288,46.6802,51.2223,-4.1291,False
2023-04-03,NVDA,51,Watchlist Only,Watchlist Only,Medium,Weak,Medium,52,28,27.940265655517578,0.8761,45.9904,51.0096,207.2861,248.4042,-6.24,False
2023-04-03,META,49,Watchlist Only,Watchlist Only,Low,Weak,Medium,55,12,211.4109649658203,12.2823,32.1303,41.1883,140.0442,149.0085,-2.7878,False
2023-04-03,AMD,44,Watchlist Only,Data Insufficient,Low,Weak,Medium,56,0,96.55999755859375,-6.8869,15.203,0.8492,71.7378,135.3977,-16.0936,False
2023-04-03,MU,44,Watchlist Only,Data Insufficient,Low,Weak,Medium,51,6,58.730838775634766,4.0515,8.1362,15.4972,109.8142,120.72,-6.0393,False
2023-04-03,TSLA,29,Watchlist Only,Data Insufficient,Low,Weak,Medium,34,0,194.77000427246094,-17.6927,32.2072,26.8111,-12.1477,53.6633,-21.7693,False
2023-05-01,NVDA,60,Hold,Value + Improving Trend,Low,Medium,Medium,63,0,28.884429931640625,38.7444,58.785,43.1847,187.3318,237.0157,-5.7765,False
2023-05-01,AAPL,60,Hold,Value + Improving Trend,Low,Medium,Medium,59,0,167.16819763183594,4.6909,14.0912,2.2188,0.3619,18.1849,-3.1134,False
2023-05-01,MSFT,60,Hold,Value + Improving Trend,Low,Medium,Medium,57,0,298.4910888671875,8.6314,8.4707,7.3692,30.312,42.1508,-0.7069,False
2023-05-01,AMD,60,Hold,Value + Improving Trend,Low,Medium,Medium,44,0,89.69000244140625,39.67,23.8711,13.5132,60.8541,153.4285,-9.6666,False
2023-05-01,AVGO,60,Hold,Value + Improving Trend,Low,Medium,Medium,47,6,61.30561447143555,25.9252,40.8089,35.2538,98.6736,128.9194,-5.7465,False
2023-05-01,META,51,Watchlist Only,Watchlist Only,Medium,Weak,Medium,56,28,241.28651428222656,7.953,28.1808,26.9224,80.7945,118.7902,-5.4815,False
2023-05-01,MU,49,Watchlist Only,Watchlist Only,Low,Weak,Medium,43,6,61.5545768737793,14.9799,14.2,8.1938,76.9745,110.5948,-4.4908,False
2023-05-01,TSLA,21,Exit / Sell Candidate,Exit / Broken Thesis,High,Weak,Medium,11,10,161.8300018310547,24.3033,58.0115,30.9955,11.2217,84.941,-14.231,True
2023-06-01,AAPL,60,Hold,Value + Improving Trend,Low,Medium,Medium,61,0,177.76382446289062,7.7072,0.1906,6.1408,8.3128,11.1405,-8.5302,False
2023-06-01,MSFT,60,Hold,Value + Improving Trend,Low,Medium,Medium,59,0,325.59625244140625,2.3934,-2.464,12.6402,25.3096,31.3945,-6.7577,False
2023-06-01,META,56,Hold,Value + Improving Trend,Medium,Medium,Medium,60,12,270.4873046875,5.2713,6.4745,23.6125,75.3409,95.1704,-5.0365,False
2023-06-01,MU,53,Watchlist Only,Watchlist Only,Low,Weak,Medium,56,0,68.20857238769531,-8.6554,-5.2932,11.4236,86.6,94.0687,-12.433,False
2023-06-01,NVDA,51,Watchlist Only,Watchlist Only,Medium,Weak,Medium,60,28,39.734825134277344,6.3776,17.7768,25.6054,189.2554,191.3154,-6.0602,False
2023-06-01,AMD,51,Watchlist Only,Watchlist Only,Medium,Weak,Medium,55,28,119.47000122070312,-4.6539,-14.1123,-0.2595,36.8963,90.257,-22.0557,False
2023-06-01,AVGO,51,Watchlist Only,Turnaround Candidate,Medium,Weak,Medium,54,36,75.9124984741211,10.3932,9.5851,25.5522,70.6489,86.592,-1.7178,False
2023-06-01,AMZN,47,Watchlist Only,Watchlist Only,Low,Weak,Medium,47,12,122.7699966430664,6.1823,8.4467,17.211,45.2635,56.1456,-3.6002,False
2023-06-01,TSLA,25,Watchlist Only,Data Insufficient,Medium,Weak,Medium,37,28,207.52000427246094,26.1421,15.0829,16.2298,-15.0492,44.2222,-33.1149,True
2023-07-03,AAPL,60,Hold,Value + Improving Trend,Low,Medium,Medium,57,0,189.9740447998047,1.6367,-11.327,1.4235,15.7262,15.7262,-14.4093,False
2023-07-03,META,60,Hold,Value + Improving Trend,Low,Medium,Medium,55,0,283.7929382324219,12.8278,4.0976,23.799,78.6616,86.0198,-4.0696,False
2023-07-03,MSFT,60,Hold,Value + Improving Trend,Low,Medium,Medium,51,0,330.89263916015625,-0.4882,-7.2599,10.9769,37.393,37.4675,-8.2502,False
2023-07-03,AMD,60,Hold,Value + Improving Trend,Low,Medium,Medium,46,10,115.81999969482422,1.5369,-15.3255,20.7995,41.5127,96.2528,-19.5994,False
2023-07-03,AVGO,56,Hold,Value + Improving Trend,Medium,Medium,Medium,47,12,84.67268371582031,4.9701,-6.296,29.9166,100.7714,114.3022,-8.7878,False
2023-07-03,AMZN,51,Watchlist Only,Watchlist Only,Low,Weak,Medium,52,0,130.22000122070312,1.1289,-3.256,18.1385,51.7355,53.9164,-9.1153,False
2023-07-03,NVDA,51,Watchlist Only,Watchlist Only,Medium,Weak,Medium,54,28,42.3798713684082,9.6527,0.1379,15.5267,202.545,231.9787,-7.4971,False
2023-07-03,MU,50,Watchlist Only,Watchlist Only,Low,Weak,Medium,15,18,63.08479690551758,10.9439,6.9458,34.2468,115.372,147.9879,-5.3208,False
2023-07-03,TSLA,42,Watchlist Only,Data Insufficient,Medium,Weak,Medium,45,28,279.82000732421875,-6.7007,-14.0519,-9.0487,-11.947,6.958,-50.3967,True
2023-08-01,AVGO,60,Hold,Value + Improving Trend,Low,Medium,Medium,59,0,88.88101196289062,-3.2685,-7.1459,34.6368,62.6157,104.1555,-13.1065,False
2023-08-01,META,60,Hold,Value + Improving Trend,Low,Medium,Medium,57,0,320.1972961425781,-7.6601,-7.1829,19.3641,54.5545,68.5493,-14.9763,False
2023-08-01,NVDA,60,Hold,Value + Improving Trend,Low,Medium,Medium,55,0,46.470664978027344,4.896,-10.1588,28.7617,134.8952,202.7548,-15.6401,False
2023-08-01,AMD,60,Hold,Value + Improving Trend,Low,Medium,Medium,49,0,117.5999984741211,-9.932,-18.3163,43.2143,12.7041,93.2823,-20.8163,False
